X (km),Y (km),Z (km),Time Step,Revolution
-3337.6380144286118,-281.31164597185347,-5965.1990467762025,67,4
-2956.835869822875,-290.53205116680857,-6160.717266755406,68,4
-2564.4244510030285,-298.61173443255814,-6332.04653664253,69,4
-2161.9375649946514,-305.5181658307903,-6478.497060761541,70,4
-1750.9505969976947,-311.2233627075113,-6599.475468367502,71,4
-1333.07450114381,-315.7040113849472,-6694.487394117118,72,4
-909.9496197094254,-318.94157158235936,-6763.139692306778,73,4
-483.2393522811982,-320.9223629640143,-6805.142272117828,74,4
-54.62369747765414,-321.6376332668296,-6820.309542259811,75,4
374.20730911012157,-321.08360751971964,-6808.561454664175,76,4
801.5602360954996,-319.2615179314105,-6769.924138253854,77,4
1225.7449509998758,-316.17761409341614,-6704.53011529686,78,4
1645.081342049529,-311.8431532198608,-6612.618094442209,79,4
2057.9060398883307,-306.2743702256801,-6494.532336229718,80,4
2462.5791113966975,-299.4924275291626,-6350.72158865546,81,4
2857.4906972990607,-291.52334455345124,-6181.737592254721,82,4
3241.067564871287,-282.39790699405694,-5988.233156124263,83,4
3611.7795468360305,-272.15155601515227,-5770.959808335411,84,4
3968.145837470315,-260.8242576357857,-5530.76502627542,85,4
4308.741117053045,-248.4603526675672,-5268.589054583768,86,4
4632.201476060469,-235.10838766705055,-4985.461320506096,87,4
4937.230110980178,-220.82092746821021,-4682.4964586549695,88,4
5222.60276426309,-205.65434996227208,-4360.889959326707,89,4
5487.172881772175,-189.66862389276983,-4021.913456656919,90,4
5729.87646211545,-172.9270705322107,-3666.9096749864216,91,4
5949.736573467531,-155.49611020222986,-3297.2870538340817,92,4
6145.867514885681,-137.44499469062038,-2914.5140738136465,93,4
6317.478600705364,-118.8455267052894,-2520.113307669248,94,4
6463.8775483488835,-99.77176758611347,-2115.6552223202634,95,4
6584.473451788012,-80.29973456995543,-1702.7517593815037,96,4
6678.779324953978,-60.507088971084976,-1283.0497230449976,97,4
6746.414201571984,-40.47281669801032,-858.2240054557683,98,4
6787.104780194424,-20.276902577838452,-429.97068077657207,99,4
6800.686605599999,0.0,0.0,0,5
6787.104780194424,20.27690257783847,429.9706807765725,1,5
6746.414201571984,40.472816698010156,858.224005455765,2,5
6678.779324953981,60.50708897108449,1283.0497230449873,3,5
6584.473451788016,80.299734569955,1702.7517593814948,4,5
6463.877548348887,99.77176758611303,2115.655222320254,5,5
6317.478600705362,118.84552670528979,2520.113307669256,6,5
6145.867514885683,137.4449946906201,2914.51407381364,7,5
5949.736573467533,155.49611020222963,3297.287053834077,8,5
5729.876462115454,172.92707053221042,3666.9096749864157,9,5
5487.172881772177,189.66862389276972,4021.9134566569164,10,5
5222.6027642630925,205.654349962272,4360.889959326705,11,5
4937.23011098019,220.82092746820962,4682.496458654957,12,5
4632.201476060476,235.10838766705027,4985.46132050609,13,5
4308.741117053047,248.46035266756718,5268.589054583767,14,5
3968.145837470324,260.8242576357853,5530.765026275411,15,5
3611.7795468360314,272.1515560151522,5770.95980833541,16,5
3241.067564871282,282.3979069940571,5988.233156124266,17,5
2857.4906972990652,291.5233445534512,6181.737592254719,18,5
2462.5791113967007,299.49242752916257,6350.7215886554595,19,5
2057.906039888334,306.27437022568006,6494.532336229717,20,5
1645.081342049526,311.8431532198608,6612.618094442209,21,5
1225.7449509998787,316.17761409341614,6704.53011529686,22,5
801.5602360955027,319.2615179314105,6769.924138253854,23,5
374.2073091101276,321.0836075197196,6808.561454664174,24,5
-54.623697477652634,321.6376332668296,6820.309542259811,25,5
-483.23935228118603,320.9223629640144,6805.142272117829,26,5
-909.9496197094132,318.9415715823594,6763.139692306779,27,5
-1333.0745011438116,315.7040113849472,6694.487394117118,28,5
-1750.9505969976874,311.2233627075114,6599.475468367505,29,5
-2161.9375649946437,305.51816583079045,6478.497060761545,30,5
-2564.4244510030244,298.61173443255825,6332.046536642532,31,5
-2956.8358698228776,290.5320511668085,6160.717266755404,32,5
-3337.638014428609,281.3116459718536,5965.199046776204,33,5
-3705.344473313142,270.98745775822687,5746.275164411141,34,5
-4058.521836746094,259.60068017140304,5504.819128802968,35,5
-4395.795073940571,247.19659216363158,5241.791077815381,36,5
-4715.852664309951,233.8243741438649,4958.233879501676,37,5
-5017.4514671810775,219.53691050509315,4655.268944706981,38,5
-5299.421315504907,204.390579354687,4334.091768310951,39,5
-5560.66932026587,188.44503029586878,3995.967217095241,40,5
-5800.183873430048,171.76295112756316,3642.2245826257877,41,5
-6017.038338388251,154.40982434588975,3274.252417879426,42,5
-6210.394417938604,136.45367434384676,2893.4931766261357,43,5
-6379.505190914469,117.96480621656491,2501.4376748078153,44,5
-6523.717809595463,99.01553708826023,2099.6193933400846,45,5
-6642.475851043212,79.67992088394531,1689.608641910511,46,5
-6735.321316480344,60.03346747434431,1273.0066034609158,47,5
-6801.896273782635,40.15285712661337,851.4392791295254,48,5
-6841.944139083523,20.115651196521302,426.55135349347535,49,5
-6855.3105944,3.95474395580652e-14,8.386014305920835e-13,50,5
-6841.944139083523,-20.11565119652116,-426.55135349347233,51,5
-6801.896273782637,-40.15285712661281,-851.4392791295134,52,5
-6735.321316480344,-60.03346747434418,-1273.006603460913,53,5
-6642.475851043215,-79.67992088394489,-1689.608641910502,54,5
-6523.717809595466,-99.01553708825995,-2099.6193933400787,55,5
-6379.505190914469,-117.96480621656477,-2501.4376748078125,56,5
-6210.394417938606,-136.45367434384653,-2893.4931766261307,57,5
-6017.038338388251,-154.40982434588975,-3274.252417879426,58,5
-5800.183873430053,-171.76295112756281,-3642.2245826257804,59,5
-5560.66932026587,-188.44503029586878,-3995.967217095241,60,5
-5299.421315504907,-204.390579354687,-4334.091768310951,61,5
-5017.4514671810775,-219.53691050509315,-4655.268944706981,62,5
-4715.852664309954,-233.82437414386482,-4958.233879501674,63,5
-4395.7950739405605,-247.19659216363192,-5241.791077815388,64,5
-4058.5218367461034,-259.6006801714027,-5504.819128802961,65,5
-3705.3444733131387,-270.9874577582269,-5746.275164411143,66,5
-3337.6380144286118,-281.31164597185347,-5965.1990467762025,67,5
-2956.835869822875,-290.53205116680857,-6160.717266755406,68,5
-2564.4244510030285,-298.61173443255814,-6332.04653664253,69,5
-2161.9375649946514,-305.5181658307903,-6478.497060761541,70,5
-1750.9505969976947,-311.2233627075113,-6599.475468367502,71,5
-1333.07450114381,-315.7040113849472,-6694.487394117118,72,5
-909.9496197094254,-318.94157158235936,-6763.139692306778,73,5
-483.2393522811982,-320.9223629640143,-6805.142272117828,74,5
-54.62369747765414,-321.6376332668296,-6820.309542259811,75,5
374.20730911012157,-321.08360751971964,-6808.561454664175,76,5
801.5602360954996,-319.2615179314105,-6769.924138253854,77,5
1225.7449509998758,-316.17761409341614,-6704.53011529686,78,5
1645.081342049529,-311.8431532198608,-6612.618094442209,79,5
2057.9060398883307,-306.2743702256801,-6494.532336229718,80,5
2462.5791113966975,-299.4924275291626,-6350.72158865546,81,5
2857.4906972990607,-291.52334455345124,-6181.737592254721,82,5
3241.067564871287,-282.39790699405694,-5988.233156124263,83,5
3611.7795468360305,-272.15155601515227,-5770.959808335411,84,5
3968.145837470315,-260.8242576357857,-5530.76502627542,85,5
4308.741117053045,-248.4603526675672,-5268.589054583768,86,5
4632.201476060469,-235.10838766705055,-4985.461320506096,87,5
4937.230110980178,-220.82092746821021,-4682.4964586549695,88,5
5222.60276426309,-205.65434996227208,-4360.889959326707,89,5
5487.172881772175,-189.66862389276983,-4021.913456656919,90,5
5729.87646211545,-172.9270705322107,-3666.9096749864216,91,5
5949.736573467531,-155.49611020222986,-3297.2870538340817,92,5
6145.867514885681,-137.44499469062038,-2914.5140738136465,93,5
6317.478600705364,-118.8455267052894,-2520.113307669248,94,5
6463.8775483488835,-99.77176758611347,-2115.6552223202634,95,5
6584.473451788012,-80.29973456995543,-1702.7517593815037,96,5
6678.779324953978,-60.507088971084976,-1283.0497230449976,97,5
6746.414201571984,-40.47281669801032,-858.2240054557683,98,5
6787.104780194424,-20.276902577838452,-429.97068077657207,99,5
6800.686605599999,0.0,0.0,0,6
6787.104780194424,20.27690257783847,429.9706807765725,1,6
6746.414201571984,40.472816698010156,858.224005455765,2,6
6678.779324953981,60.50708897108449,1283.0497230449873,3,6
6584.473451788016,80.299734569955,1702.7517593814948,4,6
6463.877548348887,99.77176758611303,2115.655222320254,5,6
6317.478600705362,118.84552670528979,2520.113307669256,6,6
6145.867514885683,137.4449946906201,2914.51407381364,7,6
5949.736573467533,155.49611020222963,3297.287053834077,8,6
5729.876462115454,172.92707053221042,3666.9096749864157,9,6
5487.172881772177,189.66862389276972,4021.9134566569164,10,6
5222.6027642630925,205.654349962272,4360.889959326705,11,6
4937.23011098019,220.82092746820962,4682.496458654957,12,6
4632.201476060476,235.10838766705027,4985.46132050609,13,6
4308.741117053047,248.46035266756718,5268.589054583767,14,6
3968.145837470324,260.8242576357853,5530.765026275411,15,6
3611.7795468360314,272.1515560151522,5770.95980833541,16,6
3241.067564871282,282.3979069940571,5988.233156124266,17,6
2857.4906972990652,291.5233445534512,6181.737592254719,18,6
2462.5791113967007,299.49242752916257,6350.7215886554595,19,6
2057.906039888334,306.27437022568006,6494.532336229717,20,6
1645.081342049526,311.8431532198608,6612.618094442209,21,6
1225.7449509998787,316.17761409341614,6704.53011529686,22,6
801.5602360955027,319.2615179314105,6769.924138253854,23,6
374.2073091101276,321.0836075197196,6808.561454664174,24,6
-54.623697477652634,321.6376332668296,6820.309542259811,25,6
-483.23935228118603,320.9223629640144,6805.142272117829,26,6
-909.9496197094132,318.9415715823594,6763.139692306779,27,6
-1333.0745011438116,315.7040113849472,6694.487394117118,28,6
-1750.9505969976874,311.2233627075114,6599.475468367505,29,6
-2161.9375649946437,305.51816583079045,6478.497060761545,30,6
-2564.4244510030244,298.61173443255825,6332.046536642532,31,6
-2956.8358698228776,290.5320511668085,6160.717266755404,32,6
-3337.638014428609,281.3116459718536,5965.199046776204,33,6
-3705.344473313142,270.98745775822687,5746.275164411141,34,6
-4058.521836746094,259.60068017140304,5504.819128802968,35,6
-4395.795073940571,247.19659216363158,5241.791077815381,36,6
-4715.852664309951,233.8243741438649,4958.233879501676,37,6
-5017.4514671810775,219.53691050509315,4655.268944706981,38,6
-5299.421315504907,204.390579354687,4334.091768310951,39,6
-5560.66932026587,188.44503029586878,3995.967217095241,40,6
-5800.183873430048,171.76295112756316,3642.2245826257877,41,6
-6017.038338388251,154.40982434588975,3274.252417879426,42,6
-6210.394417938604,136.45367434384676,2893.4931766261357,43,6
-6379.505190914469,117.96480621656491,2501.4376748078153,44,6
-6523.717809595463,99.01553708826023,2099.6193933400846,45,6
-6642.475851043212,79.67992088394531,1689.608641910511,46,6
-6735.321316480344,60.03346747434431,1273.0066034609158,47,6
-6801.896273782635,40.15285712661337,851.4392791295254,48,6
-6841.944139083523,20.115651196521302,426.55135349347535,49,6
-6855.3105944,3.95474395580652e-14,8.386014305920835e-13,50,6
-6841.944139083523,-20.11565119652116,-426.55135349347233,51,6
-6801.896273782637,-40.15285712661281,-851.4392791295134,52,6
-6735.321316480344,-60.03346747434418,-1273.006603460913,53,6
-6642.475851043215,-79.67992088394489,-1689.608641910502,54,6
-6523.717809595466,-99.01553708825995,-2099.6193933400787,55,6
-6379.505190914469,-117.96480621656477,-2501.4376748078125,56,6
-6210.394417938606,-136.45367434384653,-2893.4931766261307,57,6
-6017.038338388251,-154.40982434588975,-3274.252417879426,58,6
-5800.183873430053,-171.76295112756281,-3642.2245826257804,59,6
-5560.66932026587,-188.44503029586878,-3995.967217095241,60,6
-5299.421315504907,-204.390579354687,-4334.091768310951,61,6
-5017.4514671810775,-219.53691050509315,-4655.268944706981,62,6
-4715.852664309954,-233.82437414386482,-4958.233879501674,63,6
-4395.7950739405605,-247.19659216363192,-5241.791077815388,64,6
-4058.5218367461034,-259.6006801714027,-5504.819128802961,65,6
-3705.3444733131387,-270.9874577582269,-5746.275164411143,66,6
-3337.6380144286118,-281.31164597185347,-5965.1990467762025,67,6
-2956.835869822875,-290.53205116680857,-6160.717266755406,68,6
-2564.4244510030285,-298.61173443255814,-6332.04653664253,69,6
-2161.9375649946514,-305.5181658307903,-6478.497060761541,70,6
-1750.9505969976947,-311.2233627075113,-6599.475468367502,71,6
-1333.07450114381,-315.7040113849472,-6694.487394117118,72,6
-909.9496197094254,-318.94157158235936,-6763.139692306778,73,6
-483.2393522811982,-320.9223629640143,-6805.142272117828,74,6
-54.62369747765414,-321.6376332668296,-6820.309542259811,75,6
374.20730911012157,-321.08360751971964,-6808.561454664175,76,6
801.5602360954996,-319.2615179314105,-6769.924138253854,77,6
1225.7449509998758,-316.17761409341614,-6704.53011529686,78,6
1645.081342049529,-311.8431532198608,-6612.618094442209,79,6
2057.9060398883307,-306.2743702256801,-6494.532336229718,80,6
2462.5791113966975,-299.4924275291626,-6350.72158865546,81,6
2857.4906972990607,-291.52334455345124,-6181.737592254721,82,6
3241.067564871287,-282.39790699405694,-5988.233156124263,83,6
3611.7795468360305,-272.15155601515227,-5770.959808335411,84,6
3968.145837470315,-260.8242576357857,-5530.76502627542,85,6
4308.741117053045,-248.4603526675672,-5268.589054583768,86,6
4632.201476060469,-235.10838766705055,-4985.461320506096,87,6
4937.230110980178,-220.82092746821021,-4682.4964586549695,88,6
5222.60276426309,-205.65434996227208,-4360.889959326707,89,6
5487.172881772175,-189.66862389276983,-4021.913456656919,90,6
5729.87646211545,-172.9270705322107,-3666.9096749864216,91,6
5949.736573467531,-155.49611020222986,-3297.2870538340817,92,6
6145.867514885681,-137.44499469062038,-2914.5140738136465,93,6
6317.478600705364,-118.8455267052894,-2520.113307669248,94,6
6463.8775483488835,-99.77176758611347,-2115.6552223202634,95,6
6584.473451788012,-80.29973456995543,-1702.7517593815037,96,6
6678.779324953978,-60.507088971084976,-1283.0497230449976,97,6
6746.414201571984,-40.47281669801032,-858.2240054557683,98,6
6787.104780194424,-20.276902577838452,-429.97068077657207,99,6
6800.686605599999,0.0,0.0,0,7
6787.104780194424,20.27690257783847,429.9706807765725,1,7
6746.414201571984,40.472816698010156,858.224005455765,2,7
6678.779324953981,60.50708897108449,1283.0497230449873,3,7
6584.473451788016,80.299734569955,1702.7517593814948,4,7
6463.877548348887,99.77176758611303,2115.655222320254,5,7
6317.478600705362,118.84552670528979,2520.113307669256,6,7
6145.867514885683,137.4449946906201,2914.51407381364,7,7
5949.736573467533,155.49611020222963,3297.287053834077,8,7
5729.876462115454,172.92707053221042,3666.9096749864157,9,7
5487.172881772177,189.66862389276972,4021.9134566569164,10,7
5222.6027642630925,205.654349962272,4360.889959326705,11,7
4937.23011098019,220.82092746820962,4682.496458654957,12,7
4632.201476060476,235.10838766705027,4985.46132050609,13,7
4308.741117053047,248.46035266756718,5268.589054583767,14,7
3968.145837470324,260.8242576357853,5530.765026275411,15,7
3611.7795468360314,272.1515560151522,5770.95980833541,16,7
3241.067564871282,282.3979069940571,5988.233156124266,17,7
2857.4906972990652,291.5233445534512,6181.737592254719,18,7
2462.5791113967007,299.49242752916257,6350.7215886554595,19,7
2057.906039888334,306.27437022568006,6494.532336229717,20,7
1645.081342049526,311.8431532198608,6612.618094442209,21,7
1225.7449509998787,316.17761409341614,6704.53011529686,22,7
801.5602360955027,319.2615179314105,6769.924138253854,23,7
374.2073091101276,321.0836075197196,6808.561454664174,24,7
-54.623697477652634,321.6376332668296,6820.309542259811,25,7
-483.23935228118603,320.9223629640144,6805.142272117829,26,7
-909.9496197094132,318.9415715823594,6763.139692306779,27,7
-1333.0745011438116,315.7040113849472,6694.487394117118,28,7
-1750.9505969976874,311.2233627075114,6599.475468367505,29,7
-2161.9375649946437,305.51816583079045,6478.497060761545,30,7
-2564.4244510030244,298.61173443255825,6332.046536642532,31,7
-2956.8358698228776,290.5320511668085,6160.717266755404,32,7
-3337.638014428609,281.3116459718536,5965.199046776204,33,7
-3705.344473313142,270.98745775822687,5746.275164411141,34,7
-4058.521836746094,259.60068017140304,5504.819128802968,35,7
-4395.795073940571,247.19659216363158,5241.791077815381,36,7
-4715.852664309951,233.8243741438649,4958.233879501676,37,7
-5017.4514671810775,219.53691050509315,4655.268944706981,38,7
-5299.421315504907,204.390579354687,4334.091768310951,39,7
-5560.66932026587,188.44503029586878,3995.967217095241,40,7
-5800.183873430048,171.76295112756316,3642.2245826257877,41,7
-6017.038338388251,154.40982434588975,3274.252417879426,42,7
-6210.394417938604,136.45367434384676,2893.4931766261357,43,7
-6379.505190914469,117.96480621656491,2501.4376748078153,44,7
-6523.717809595463,99.01553708826023,2099.6193933400846,45,7
-6642.475851043212,79.67992088394531,1689.608641910511,46,7
-6735.321316480344,60.03346747434431,1273.0066034609158,47,7
-6801.896273782635,40.15285712661337,851.4392791295254,48,7
-6841.944139083523,20.115651196521302,426.55135349347535,49,7
-6855.3105944,3.95474395580652e-14,8.386014305920835e-13,50,7
-6841.944139083523,-20.11565119652116,-426.55135349347233,51,7
-6801.896273782637,-40.15285712661281,-851.4392791295134,52,7
-6735.321316480344,-60.03346747434418,-1273.006603460913,53,7
-6642.475851043215,-79.67992088394489,-1689.608641910502,54,7
-6523.717809595466,-99.01553708825995,-2099.6193933400787,55,7
-6379.505190914469,-117.96480621656477,-2501.4376748078125,56,7
-6210.394417938606,-136.45367434384653,-2893.4931766261307,57,7
-6017.038338388251,-154.40982434588975,-3274.252417879426,58,7
-5800.183873430053,-171.76295112756281,-3642.2245826257804,59,7
-5560.66932026587,-188.44503029586878,-3995.967217095241,60,7
-5299.421315504907,-204.390579354687,-4334.091768310951,61,7
-5017.4514671810775,-219.53691050509315,-4655.268944706981,62,7
-4715.852664309954,-233.82437414386482,-4958.233879501674,63,7
-4395.7950739405605,-247.19659216363192,-5241.791077815388,64,7
-4058.5218367461034,-259.6006801714027,-5504.819128802961,65,7
-3705.3444733131387,-270.9874577582269,-5746.275164411143,66,7
-3337.6380144286118,-281.31164597185347,-5965.1990467762025,67,7
-2956.835869822875,-290.53205116680857,-6160.717266755406,68,7
-2564.4244510030285,-298.61173443255814,-6332.04653664253,69,7
-2161.9375649946514,-305.5181658307903,-6478.497060761541,70,7
-1750.9505969976947,-311.2233627075113,-6599.475468367502,71,7
-1333.07450114381,-315.7040113849472,-6694.487394117118,72,7
-909.9496197094254,-318.94157158235936,-6763.139692306778,73,7
-483.2393522811982,-320.9223629640143,-6805.142272117828,74,7
-54.62369747765414,-321.6376332668296,-6820.309542259811,75,7
374.20730911012157,-321.08360751971964,-6808.561454664175,76,7
801.5602360954996,-319.2615179314105,-6769.924138253854,77,7
1225.7449509998758,-316.17761409341614,-6704.53011529686,78,7
1645.081342049529,-311.8431532198608,-6612.618094442209,79,7
2057.9060398883307,-306.2743702256801,-6494.532336229718,80,7
2462.5791113966975,-299.4924275291626,-6350.72158865546,81,7
2857.4906972990607,-291.52334455345124,-6181.737592254721,82,7
3241.067564871287,-282.39790699405694,-5988.233156124263,83,7
3611.7795468360305,-272.15155601515227,-5770.959808335411,84,7
3968.145837470315,-260.8242576357857,-5530.76502627542,85,7
4308.741117053045,-248.4603526675672,-5268.589054583768,86,7
4632.201476060469,-235.10838766705055,-4985.461320506096,87,7
4937.230110980178,-220.82092746821021,-4682.4964586549695,88,7
5222.60276426309,-205.65434996227208,-4360.889959326707,89,7
5487.172881772175,-189.66862389276983,-4021.913456656919,90,7
5729.87646211545,-172.9270705322107,-3666.9096749864216,91,7
5949.736573467531,-155.49611020222986,-3297.2870538340817,92,7
6145.867514885681,-137.44499469062038,-2914.5140738136465,93,7
6317.478600705364,-118.8455267052894,-2520.113307669248,94,7
6463.8775483488835,-99.77176758611347,-2115.6552223202634,95,7
6584.473451788012,-80.29973456995543,-1702.7517593815037,96,7
6678.779324953978,-60.507088971084976,-1283.0497230449976,97,7
6746.414201571984,-40.47281669801032,-858.2240054557683,98,7
6787.104780194424,-20.276902577838452,-429.97068077657207,99,7
6800.686605599999,0.0,0.0,0,8
6787.104780194424,20.27690257783847,429.9706807765725,1,8
6746.414201571984,40.472816698010156,858.224005455765,2,8
6678.779324953981,60.50708897108449,1283.0497230449873,3,8
6584.473451788016,80.299734569955,1702.7517593814948,4,8
6463.877548348887,99.77176758611303,2115.655222320254,5,8
6317.478600705362,118.84552670528979,2520.113307669256,6,8
6145.867514885683,137.4449946906201,2914.51407381364,7,8
5949.736573467533,155.49611020222963,3297.287053834077,8,8
5729.876462115454,172.92707053221042,3666.9096749864157,9,8
5487.172881772177,189.66862389276972,4021.9134566569164,10,8
5222.6027642630925,205.654349962272,4360.889959326705,11,8
4937.23011098019,220.82092746820962,4682.496458654957,12,8
4632.201476060476,235.10838766705027,4985.46132050609,13,8
4308.741117053047,248.46035266756718,5268.589054583767,14,8
3968.145837470324,260.8242576357853,5530.765026275411,15,8
3611.7795468360314,272.1515560151522,5770.95980833541,16,8
3241.067564871282,282.3979069940571,5988.233156124266,17,8
2857.4906972990652,291.5233445534512,6181.737592254719,18,8
2462.5791113967007,299.49242752916257,6350.7215886554595,19,8
2057.906039888334,306.27437022568006,6494.532336229717,20,8
1645.081342049526,311.8431532198608,6612.618094442209,21,8
1225.7449509998787,316.17761409341614,6704.53011529686,22,8
801.5602360955027,319.2615179314105,6769.924138253854,23,8
374.2073091101276,321.0836075197196,6808.561454664174,24,8
-54.623697477652634,321.6376332668296,6820.309542259811,25,8
-483.23935228118603,320.9223629640144,6805.142272117829,26,8
-909.9496197094132,318.9415715823594,6763.139692306779,27,8
-1333.0745011438116,315.7040113849472,6694.487394117118,28,8
-1750.9505969976874,311.2233627075114,6599.475468367505,29,8
-2161.9375649946437,305.51816583079045,6478.497060761545,30,8
-2564.4244510030244,298.61173443255825,6332.046536642532,31,8
-2956.8358698228776,290.5320511668085,6160.717266755404,32,8
-3337.638014428609,281.3116459718536,5965.199046776204,33,8
-3705.344473313142,270.98745775822687,5746.275164411141,34,8
-4058.521836746094,259.60068017140304,5504.819128802968,35,8
-4395.795073940571,247.19659216363158,5241.791077815381,36,8
-4715.852664309951,233.8243741438649,4958.233879501676,37,8
-5017.4514671810775,219.53691050509315,4655.268944706981,38,8
-5299.421315504907,204.390579354687,4334.091768310951,39,8
-5560.66932026587,188.44503029586878,3995.967217095241,40,8
-5800.183873430048,171.76295112756316,3642.2245826257877,41,8
-6017.038338388251,154.40982434588975,3274.252417879426,42,8
-6210.394417938604,136.45367434384676,2893.4931766261357,43,8
-6379.505190914469,117.96480621656491,2501.4376748078153,44,8
-6523.717809595463,99.01553708826023,2099.6193933400846,45,8
-6642.475851043212,79.67992088394531,1689.608641910511,46,8
-6735.321316480344,60.03346747434431,1273.0066034609158,47,8
-6801.896273782635,40.15285712661337,851.4392791295254,48,8
-6841.944139083523,20.115651196521302,426.55135349347535,49,8
-6855.3105944,3.95474395580652e-14,8.386014305920835e-13,50,8
-6841.944139083523,-20.11565119652116,-426.55135349347233,51,8
-6801.896273782637,-40.15285712661281,-851.4392791295134,52,8
-6735.321316480344,-60.03346747434418,-1273.006603460913,53,8
-6642.475851043215,-79.67992088394489,-1689.608641910502,54,8
-6523.717809595466,-99.01553708825995,-2099.6193933400787,55,8
-6379.505190914469,-117.96480621656477,-2501.4376748078125,56,8
-6210.394417938606,-136.45367434384653,-2893.4931766261307,57,8
-6017.038338388251,-154.40982434588975,-3274.252417879426,58,8
-5800.183873430053,-171.76295112756281,-3642.2245826257804,59,8
-5560.66932026587,-188.44503029586878,-3995.967217095241,60,8
-5299.421315504907,-204.390579354687,-4334.091768310951,61,8
-5017.4514671810775,-219.53691050509315,-4655.268944706981,62,8
-4715.852664309954,-233.82437414386482,-4958.233879501674,63,8
-4395.7950739405605,-247.19659216363192,-5241.791077815388,64,8
-4058.5218367461034,-259.6006801714027,-5504.819128802961,65,8
-3705.3444733131387,-270.9874577582269,-5746.275164411143,66,8
-3337.6380144286118,-281.31164597185347,-5965.1990467762025,67,8
-2956.835869822875,-290.53205116680857,-6160.717266755406,68,8
-2564.4244510030285,-298.61173443255814,-6332.04653664253,69,8
-2161.9375649946514,-305.5181658307903,-6478.497060761541,70,8
-1750.9505969976947,-311.2233627075113,-6599.475468367502,71,8
-1333.07450114381,-315.7040113849472,-6694.487394117118,72,8
-909.9496197094254,-318.94157158235936,-6763.139692306778,73,8
-483.2393522811982,-320.9223629640143,-6805.142272117828,74,8
-54.62369747765414,-321.6376332668296,-6820.309542259811,75,8
374.20730911012157,-321.08360751971964,-6808.561454664175,76,8
801.5602360954996,-319.2615179314105,-6769.924138253854,77,8
1225.7449509998758,-316.17761409341614,-6704.53011529686,78,8
1645.081342049529,-311.8431532198608,-6612.618094442209,79,8
2057.9060398883307,-306.2743702256801,-6494.532336229718,80,8
2462.5791113966975,-299.4924275291626,-6350.72158865546,81,8
2857.4906972990607,-291.52334455345124,-6181.737592254721,82,8
3241.067564871287,-282.39790699405694,-5988.233156124263,83,8
3611.7795468360305,-272.15155601515227,-5770.959808335411,84,8
3968.145837470315,-260.8242576357857,-5530.76502627542,85,8
4308.741117053045,-248.4603526675672,-5268.589054583768,86,8
4632.201476060469,-235.10838766705055,-4985.461320506096,87,8
4937.230110980178,-220.82092746821021,-4682.4964586549695,88,8
5222.60276426309,-205.65434996227208,-4360.889959326707,89,8
5487.172881772175,-189.66862389276983,-4021.913456656919,90,8
5729.87646211545,-172.9270705322107,-3666.9096749864216,91,8
5949.736573467531,-155.49611020222986,-3297.2870538340817,92,8
6145.867514885681,-137.44499469062038,-2914.5140738136465,93,8
6317.478600705364,-118.8455267052894,-2520.113307669248,94,8
6463.8775483488835,-99.77176758611347,-2115.6552223202634,95,8
6584.473451788012,-80.29973456995543,-1702.7517593815037,96,8
6678.779324953978,-60.507088971084976,-1283.0497230449976,97,8
6746.414201571984,-40.47281669801032,-858.2240054557683,98,8
6787.104780194424,-20.276902577838452,-429.97068077657207,99,8
6800.686605599999,0.0,0.0,0,9
6787.104780194424,20.27690257783847,429.9706807765725,1,9
6746.414201571984,40.472816698010156,858.224005455765,2,9
6678.779324953981,60.50708897108449,1283.0497230449873,3,9
6584.473451788016,80.299734569955,1702.7517593814948,4,9
6463.877548348887,99.77176758611303,2115.655222320254,5,9
6317.478600705362,118.84552670528979,2520.113307669256,6,9
6145.867514885683,137.4449946906201,2914.51407381364,7,9
5949.736573467533,155.49611020222963,3297.287053834077,8,9
5729.876462115454,172.92707053221042,3666.9096749864157,9,9
5487.172881772177,189.66862389276972,4021.9134566569164,10,9
5222.6027642630925,205.654349962272,4360.889959326705,11,9
4937.23011098019,220.82092746820962,4682.496458654957,12,9
4632.201476060476,235.10838766705027,4985.46132050609,13,9
4308.741117053047,248.46035266756718,5268.589054583767,14,9
3968.145837470324,260.8242576357853,5530.765026275411,15,9
3611.7795468360314,272.1515560151522,5770.95980833541,16,9
3241.067564871282,282.3979069940571,5988.233156124266,17,9
2857.4906972990652,291.5233445534512,6181.737592254719,18,9
2462.5791113967007,299.49242752916257,6350.7215886554595,19,9
2057.906039888334,306.27437022568006,6494.532336229717,20,9
1645.081342049526,311.8431532198608,6612.618094442209,21,9
1225.7449509998787,316.17761409341614,6704.53011529686,22,9
801.5602360955027,319.2615179314105,6769.924138253854,23,9
374.2073091101276,321.0836075197196,6808.561454664174,24,9
-54.623697477652634,321.6376332668296,6820.309542259811,25,9
-483.23935228118603,320.9223629640144,6805.142272117829,26,9
-909.9496197094132,318.9415715823594,6763.139692306779,27,9
-1333.0745011438116,315.7040113849472,6694.487394117118,28,9
-1750.9505969976874,311.2233627075114,6599.475468367505,29,9
-2161.9375649946437,305.51816583079045,6478.497060761545,30,9
-2564.4244510030244,298.61173443255825,6332.046536642532,31,9
-2956.8358698228776,290.5320511668085,6160.717266755404,32,9
-3337.638014428609,281.3116459718536,5965.199046776204,33,9
-3705.344473313142,270.98745775822687,5746.275164411141,34,9
